Date,Ticker,Close/Last,Open,High,Low,Volume
2025-07-31,FTNT,101.34,102.01,102.6,100.91,1267304
2025-08-04,FTNT,98.665,97.58,99.345,96.54,2091978
2025-08-05,FTNT,97.2537,98.32,99.4,97.24,1034227
