Date,Ticker,Close/Last,Open,High,Low,Volume
2025-07-31,ODFL,150.35,148.79,151.53,147.59,1497550
2025-08-04,ODFL,144.635,142.04,145.0575,141.95,480575
2025-08-05,ODFL,145.635,144.38,145.74,144.08,346160
