Date,Ticker,Close/Last,Open,High,Low,Volume
2025-07-31,COST,942.035,925.36,945.95,925.0,1174343
2025-08-04,COST,953.795,951.52,960.18,949.44,796327
2025-08-05,COST,949.23,950.0,951.5,935.8,1012327
2025-08-06,COST,966.87,943.02,967.75,942.6601,1279405
