Date,Ticker,Close/Last,Open,High,Low,Volume
2025-07-31,VRTX,467.54,465.29,470.59,462.61,376535
2025-08-04,VRTX,467.435,462.53,468.605,462.0575,476318
2025-08-05,VRTX,392.595,411.07,414.8799,385.15,5257434
