Date,Ticker,Close/Last,Open,High,Low,Volume
2025-07-31,BKNG,5558.1612,5625.0,5664.0,5558.1612,97909
2025-08-04,BKNG,5398.715,5412.0,5417.4,5339.42,99542
2025-08-05,BKNG,5432.955,5518.98,5507.5,5420.3539,62840
