Date,Ticker,Close/Last,Open,High,Low,Volume
2025-07-31,ROST,137.19,137.23,138.7,137.14,581174
2025-08-04,ROST,140.315,138.34,141.335,137.755,873624
2025-08-05,ROST,141.26,141.3,142.77,140.71,563279
