Date,Ticker,Close/Last,Open,High,Low,Volume
2025-07-31,PEP,139.45,140.98,141.57,139.1,3118086
2025-08-04,PEP,139.845,138.93,140.09,138.75,2457716
2025-08-05,PEP,139.725,139.59,140.34,139.26,1396498
