Date,Ticker,Close/Last,Open,High,Low,Volume
2025-07-31,ABNB,133.69,134.75,135.8,133.57,1187973
2025-08-04,ABNB,128.95,129.1,130.86,128.83,1986898
2025-08-05,ABNB,129.64,131.3,132.16,129.595,2498548
2025-08-06,ABNB,129.0,130.675,131.29,128.77,2763675
