Date,Ticker,Close/Last,Open,High,Low,Volume
2025-07-31,ORLY,98.995,98.76,99.97,98.45,1102845
2025-08-04,ORLY,100.745,99.345,100.84,99.12,1290795
2025-08-05,ORLY,101.81,101.39,102.09,101.16,944405
2025-08-06,ORLY,104.0,102.66,104.15,102.56,3005699
