Date,Ticker,Close/Last,Open,High,Low,Volume
2025-07-31,ZM,74.99,74.82,75.2,73.96,823391
2025-08-04,ZM,71.8,71.45,72.165,71.1501,590315
2025-08-05,ZM,72.21,72.32,72.6,71.925,389953
2025-08-06,ZM,72.585,72.25,72.82,71.89,906285
